Orden,Articulo,Texto breve personalizado de detalle 5,Descripcion de articulo,Cantidad de orden original,Cantidad solicitada,Cantidad asignada,Cantidad empaquetada,orderdtlstatus,Fecha de caducidad de comprobante,Descripcion de articulo 3,Codigo de barras de articulo,Precio de venta,Atributo H,Atributo I,Detalle de orden - Campo personalizado 5,Fecha personalizada de detalle 5,Codigos de articulos alternativos,Detalle de orden - Campo personalizado 1,Crear usuario,Usuario de modificacion,Fecha de Creacion
3086982,514949,PK,GoldenNuts Salado 1p 78g CF FLOW BAR,11,11,0,0,Created,10/16/2024,C3H,7500810029046,653.52,MXBAR,FAT,56,10/16/2024,514949,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514950,PK,GoldenNuts Enchilado 1p 78g CF FLOW BAR,10,10,0,0,Created,10/16/2024,C3H,7500810029053,653.52,MXBAR,FAT,56,10/16/2024,514950,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514866,PK,Runners Fuego 1p 72g FLOW BAR,33,33,0,0,Created,10/16/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/16/2024,514866,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514854,PK,Golden Nuts Salado 1p 110g FLOW BAR,11,11,0,0,Created,10/16/2024,C3H,7500810027707,622.4,MXBAR,FAT,40,10/16/2024,514854,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514846,PK,Chipotles 1p 65g FLOW BAR,44,44,0,0,Created,10/16/2024,CB2,7500810027646,420.12,MXBAR,FAT,36,10/16/2024,514846,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514861,PK,Papas Barcel Limon 1p 45g FLOW BAR,2,2,0,0,Created,10/16/2024,CB2,7500810027776,466.8,MXBAR,FAT,40,10/16/2024,514861,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,12,12,0,0,Created,10/16/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/16/2024,514859,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514863,PK,Papas Barcel Sal 1p 45g FLOW BAR,6,6,0,0,Created,10/16/2024,CB2,7500810027790,466.8,MXBAR,FAT,40,10/16/2024,514863,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514865,PK,Papas Barcel Toreadas 1p 45g FLOW BAR,14,14,0,0,Created,10/16/2024,CB2,7500810027813,466.8,MXBAR,FAT,40,10/16/2024,514865,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128771,PK,Takis Hexas Queso PC 1p 50g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7500810017654_1,280,MXBAR,FAT,36,10/16/2024,128771,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514475,PK,Takis Fuego PC 1p 240g FLOW BAR,2,2,0,0,Created,10/16/2024,CB2,7500810022405,473.76,MXBAR,FAT,12,10/16/2024,514475,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126736,PK,Runners Fuego PC 1p 80g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7503031287097,538.86,MXBAR,FAT,42,10/16/2024,126736,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,514568,PK,Takis Fuego PC 1p90g FLOW BAR,14,14,0,0,Created,10/16/2024,CB2,757528003135_1,718.62,MXBAR,FAT,42,10/16/2024,514568,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128814,PK,Takis Blue Heat 1p 75g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7500810018378,661.08,MXBAR,FAT,42,10/16/2024,128814,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128715,PK,Valentones Fuego 1p 175g FLOW BAR,10,10,0,0,Created,10/16/2024,CB2,7500810016930,186.64,MXBAR,FAT,8,10/16/2024,128715,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128343,PK,Pop Karameladas PC 1p 240g FLOW BAR,3,3,0,0,Created,10/16/2024,CB2,7500810011980,546.6,MXBAR,FAT,15,10/16/2024,128343,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128504,PK,Papas Barcel Toreadas PC 1p 170g FLOW BAR,13,13,0,0,Created,10/16/2024,CB2,7500810014363_3,447.96,MXBAR,FAT,12,10/16/2024,128504,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128729,PK,Papas Barcel Toreadas PC SP 1p 170g FLOW BAR,5,5,0,0,Created,10/16/2024,CB2,7500810014363_2,493.8,MXBAR,FAT,12,10/16/2024,128729,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128430,PK,Big Mix Queso Nvo 1p 75g FLOW BAR,15,15,0,0,Created,10/16/2024,CB2,7500810013182,223.92,MXBAR,FAT,18,10/16/2024,128430,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128430,FP,Big Mix Queso Nvo 1p 75g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,7500810013182,223.92,MXBAR,FAT,18,10/16/2024,128430,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128431,PK,Big Mix Fuego Nvo 1p 75g FLOW BAR,19,19,0,0,Created,10/16/2024,CB2,7500810013199,223.92,MXBAR,FAT,18,10/16/2024,128431,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128431,FP,Big Mix Fuego Nvo 1p 75g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,7500810013199,223.92,MXBAR,FAT,18,10/16/2024,128431,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128429,PK,Big Mix Inglesa Limon 1p 170g FLOW BAR,5,5,0,0,Created,10/16/2024,CU,7500810013175,275,MXBAR,FAT,10,10/16/2024,128429,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128432,PK,Big Mix Inglesa Limon 1p 75g FLOW BAR,14,14,0,0,Created,10/16/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/16/2024,128432,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128432,FP,Big Mix Inglesa Limon 1p 75g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/16/2024,128432,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128450,PK,Pop Sens Queso PC 1p 45g FLOW BAR,10,10,0,0,Created,10/16/2024,CB2,7500810013564_1,315.09,MXBAR,FAT,27,10/16/2024,128450,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128375,PK,Chips Papatinas Chillix 1p 90g FLOW BAR,7,7,0,0,Created,10/16/2024,CB2,7500810012253,855.4,MXBAR,FAT,35,10/16/2024,128375,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128377,PK,Chips Papatinas Chillix PC 1p 31g FLOW BAR,7,7,0,0,Created,10/16/2024,CB2,7500810012277,1307.04,MXBAR,FAT,112,10/16/2024,128377,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128378,PK,Chips Papatinas Fuego PC 1p 31g FLOW BAR,3,3,0,0,Created,10/16/2024,CB2,7500810012284,1307.04,MXBAR,FAT,112,10/16/2024,128378,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127711,PK,Papas Barcel Adobadas NC PC 1p 90g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7500810002636,452.2,MXBAR,FAT,20,10/16/2024,127711,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127550,PK,Papas Barcel Sal PC 1p 170g FLOW BAR,6,6,0,0,Created,10/16/2024,CB2,7500810000182_127550,430.44,MXBAR,FAT,12,10/16/2024,127550,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127995,PK,Papas Barcel Sal PC 1p 90g FLOW BAR,5,5,0,0,Created,10/16/2024,CB2,7500810005972_127995,452.2,MXBAR,FAT,20,10/16/2024,127995,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127548,PK,Papas Barcel Adobadas PC 1p 170g FLOW BAR,7,7,0,0,Created,10/16/2024,CB2,7500810000175_127548,430.44,MXBAR,FAT,12,10/16/2024,127548,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128319,PK,Chips Fuego NE 1p 46g FLOW BAR,12,12,0,0,Created,10/16/2024,CB2,7500810011508,583.5,MXBAR,FAT,50,10/16/2024,128319,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128318,PK,Chips Jalapeno NE 1p 46g FLOW BAR,8,8,0,0,Created,10/16/2024,CB2,7500810011492,661,MXBAR,FAT,50,10/16/2024,128318,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128317,PK,Chips Sal NE 1p 46g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7500810011485,661,MXBAR,FAT,50,10/16/2024,128317,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,18,18,0,0,Created,10/16/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/16/2024,128192,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,128193,PK,Hot Nuts Fuego 1p 82g FLOW BAR,10,10,0,0,Created,10/16/2024,C3H,7500810008881,630.18,MXBAR,FAT,54,10/16/2024,128193,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127923,PK,Karameladas Pop 1p 45g FLOW BAR,20,20,0,0,Created,10/16/2024,CT1,7500810005040,272.3,MXBAR,FAT,35,10/16/2024,127923,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127924,PK,Karameladas Pop 1p 110g FLOW BAR,29,29,0,0,Created,10/16/2024,CB2,7500810005057,350.1,MXBAR,FAT,30,10/16/2024,127924,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127924,FP,Karameladas Pop 1p 110g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,7500810005057,350.1,MXBAR,FAT,30,10/16/2024,127924,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127925,PK,Kiyakis 1p 120g FLOW BAR,27,27,0,0,Created,10/16/2024,C3H,7500810005064,466.8,MXBAR,FAT,40,10/16/2024,127925,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127802,PK,Takis Fuego 20pct Mas Picante 1p 70g FLOW BAR,30,30,0,0,Created,10/16/2024,CT1,7500810003671,490,MXBAR,FAT,35,10/16/2024,127802,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127802,FP,Takis Fuego 20pct Mas Picante 1p 70g FLOW BAR,182,182,0,0,Created,10/16/2024,CT1,7500810003671,490,MXBAR,FAT,35,10/16/2024,127802,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127571,PK,Takis Fajita 1p 70g FLOW BAR,53,53,0,0,Created,10/16/2024,CT1,7500810000441,490,MXBAR,FAT,35,10/16/2024,127571,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127575,PK,Takis Huakamole 1p 70g FLOW BAR,32,32,0,0,Created,10/16/2024,CT1,7500810000489,490,MXBAR,FAT,35,10/16/2024,127575,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,40,40,0,0,Created,10/16/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/16/2024,127577,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127264,PK,Hot Nuts Multintenso Pc 1p 50g FLOW BAR,5,5,0,0,Created,10/16/2024,C3H,7501000367481_127264,606.36,MXBAR,FAT,62,10/16/2024,127264,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127114,PK,Hot Nuts Multintenso Nvo 1p 125g FLOW BAR,23,23,0,0,Created,10/16/2024,C3H,757528044121_127114,466.8,MXBAR,FAT,30,10/16/2024,127114,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,127111,PK,Hot Nut Fuego Nvo 1p 125g FLOW BAR,10,10,0,0,Created,10/16/2024,C3H,757528044138_127111,466.8,MXBAR,FAT,30,10/16/2024,127111,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126312,PK,Chicharron De Cerdo 1p 30g FLOW BAR,2,2,0,0,Created,10/16/2024,CB2,7503030199728,262.08,MXBAR,FAT,26,10/16/2024,126312,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126950,PK,Chicharron Cerdo 1p 70g FLOW BAR,3,3,0,0,Created,10/16/2024,CB2,7503032248165,252,MXBAR,FAT,10,10/16/2024,126950,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126483,PK,Chips Fuego Pc 1p 150g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7503018544755,501.12,MXBAR,FAT,12,10/16/2024,126483,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126578,PK,Chips Fuego Sp Pc 1p 60g FLOW BAR,30,30,0,0,Created,10/16/2024,CB2,7503030199681_126578,495,MXBAR,FAT,30,10/16/2024,126578,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126471,PK,Chips Fuego Pc 1p 160g FLOW BAR,7,7,0,0,Created,10/16/2024,CB2,7503018544694,501.12,MXBAR,FAT,12,10/16/2024,126471,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126473,PK,Chips Sal Pc 1p 160g FLOW BAR,8,8,0,0,Created,10/16/2024,CB2,7503018544700,501.12,MXBAR,FAT,12,10/16/2024,126473,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126475,PK,Chips Jalapeno Pc 1p 160g FLOW BAR,9,9,0,0,Created,10/16/2024,CB2,7503018544717,501.12,MXBAR,FAT,12,10/16/2024,126475,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126895,PK,Chips Sal Sp 1p 60g FLOW BAR,16,16,0,0,Created,10/16/2024,CB2,7501000264049_126895,495,MXBAR,FAT,30,10/16/2024,126895,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126894,PK,Chips Jalapeno Sp 1p 60g FLOW BAR,26,26,0,0,Created,10/16/2024,CB2,7501000264773_126894,495,MXBAR,FAT,30,10/16/2024,126894,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,48205,PK,Valentones 1p 175g FLOW BAR,4,4,0,0,Created,10/16/2024,CB2,7501030482055,186.64,MXBAR,FAT,8,10/16/2024,48205,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,48205,FP,Valentones 1p 175g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,7501030482055,186.64,MXBAR,FAT,8,10/16/2024,48205,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124543,PK,Valentones Fuego 1p 60g FLOW BAR,10,10,0,0,Created,10/16/2024,CB2,757528036638,233.4,MXBAR,FAT,20,10/16/2024,124543,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,0800,PK,Chips Jalapeno 1p 170g FLOW BAR,8,8,0,0,Created,10/16/2024,CB2,7501000266234,427.79,MXBAR,FAT,11,10/16/2024,0800,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,0800,FP,Chips Jalapeno 1p 170g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,7501000266234,427.79,MXBAR,FAT,11,10/16/2024,0800,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,125031,PK,Big Mix Queso 1p 185g FLOW BAR,14,14,0,0,Created,10/16/2024,CB2,757528039288,275,MXBAR,FAT,10,10/16/2024,125031,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,125030,PK,Big Mix Fuego 1p 185g FLOW BAR,15,15,0,0,Created,10/16/2024,CB2,757528039271,275,MXBAR,FAT,10,10/16/2024,125030,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,123052,PK,Takis Fuego 1p 80g FLOW BAR,13,13,0,0,Created,10/16/2024,CB2,757528026042,661.08,MXBAR,FAT,42,10/16/2024,123052,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,123051,PK,Takis Original 1p 80g FLOW BAR,3,3,0,0,Created,10/16/2024,CB2,757528026035,661.08,MXBAR,FAT,42,10/16/2024,123051,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,125034,PK,Runners Pc 1p 80g FLOW BAR,11,11,0,0,Created,10/16/2024,CB2,757528039318,616.14,MXBAR,FAT,42,10/16/2024,125034,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,126135,PK,Golden Nuts Salado Nvo 1p 78g FLOW BAR,1,1,0,0,Created,10/16/2024,C3H,757528037574_126135,860.8,MXBAR,FAT,64,10/16/2024,126135,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,123316,PK,Hot Nuts Pc 1p 200g FLOW BAR,2,2,0,0,Created,10/16/2024,C3H,757528027476_123316,728.88,MXBAR,FAT,24,10/16/2024,123316,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124699,PK,Hot Nuts Original 1p 160g FLOW BAR,7,7,0,0,Created,10/16/2024,C3H,757528037611,586.56,MXBAR,FAT,24,10/16/2024,124699,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,45973,PK,Karameladas Pop 1p 120g FLOW BAR,14,14,0,0,Created,10/16/2024,CB2,7501030459736,533,MXBAR,FAT,26,10/16/2024,45973,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,125056,PK,Takis Fuego 1p 260g FLOW BAR,7,7,0,0,Created,10/16/2024,CB2,757528039486,403.32,MXBAR,FAT,12,10/16/2024,125056,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,6444,PK,Karameladas 1p 260g FLOW BAR,6,6,0,0,Created,10/16/2024,CB2,7501000364442,583.04,MXBAR,FAT,16,10/16/2024,6444,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,123310,PK,Golden Nuts Enchilado Pc 1p 150g FLOW BAR,1,1,0,0,Created,10/16/2024,C3H,757528027445_123310,664.25,MXBAR,FAT,25,10/16/2024,123310,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,123308,PK,Golden Nuts Salado Pc 1p 150g FLOW BAR,3,3,0,0,Created,10/16/2024,C3H,757528027438_123308,664.25,MXBAR,FAT,25,10/16/2024,123308,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,31090,PK,Chips Fuego 1p 170g FLOW BAR,43,43,0,0,Created,10/16/2024,CB2,757528001889,427.79,MXBAR,FAT,11,10/16/2024,31090,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,2530,PK,Chips Sal 1p 170g FLOW BAR,46,46,0,0,Created,10/16/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/16/2024,2530,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124824,PK,Takis Fuego 1p 200g FLOW BAR,18,18,0,0,Created,10/16/2024,CB2,757528038205,586.8,MXBAR,FAT,20,10/16/2024,124824,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124239,PK,Takis Fuego 1p 56g FLOW BAR,12,12,0,0,Created,10/16/2024,CT1,7501030424536,546.72,MXBAR,FAT,48,10/16/2024,124239,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124358,PK,Takis Original 1p 56g FLOW BAR,16,16,0,0,Created,10/16/2024,CT1,7501000164370,546.72,MXBAR,FAT,48,10/16/2024,124358,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,38612,PK,Hot Nuts Original 1p 100g FLOW BAR,10,10,0,0,Created,10/16/2024,C3H,7501030459958,664.3,MXBAR,FAT,35,10/16/2024,38612,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,31811,PK,Chipotles 1p 80g FLOW BAR,8,8,0,0,Created,10/16/2024,CB2,757528003166,513.45,MXBAR,FAT,35,10/16/2024,31811,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124440,PK,Golden Nuts Japones Nvo Pc 1p 100g FLOW BAR,4,4,0,0,Created,10/16/2024,C3H,7501030459934_124440,664.3,MXBAR,FAT,35,10/16/2024,124440,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124443,PK,Kiyakis Nvo Pc 1p 50g FLOW BAR,1,1,0,0,Created,10/16/2024,C3H,7501000207305_124443,806.96,MXBAR,FAT,88,10/16/2024,124443,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,38582,PK,Golden Nuts Enchilado 1p 100g FLOW BAR,4,4,0,0,Created,10/16/2024,C3H,7501030459927_38582,759.2,MXBAR,FAT,40,10/16/2024,38582,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,38585,PK,Golden Nuts Salado 1p 100g FLOW BAR,4,4,0,0,Created,10/16/2024,C3H,7501030459941,759.2,MXBAR,FAT,40,10/16/2024,38585,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086982,124445,PK,Kiyakis Nvo Pc 1p 95g FLOW BAR,6,6,0,0,Created,10/16/2024,C3H,757528003005_124445,489.2,MXBAR,FAT,40,10/16/2024,124445,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086980,514976,PK,Golden Nuts Fuego 1p 78g PC FLOW BAR,3,3,0,0,Created,10/16/2024,C3H,7500810029879,653.52,MXBAR,FAT,56,10/16/2024,514976,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086980,514926,PK,Runners Blue Heat 1p 72g FLOW BAR,26,26,0,0,Created,10/16/2024,CB2,7500810028407,571.83,MXBAR,FAT,49,10/16/2024,514926,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086980,514961,PK,Pop Chilix Sandia 1p 90g TIRA POP,1,1,0,0,Created,10/16/2024,CB2,7500810029336_1,293.28,MXBAR,FAT,24,10/16/2024,514961,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086980,514903,PK,Wapas Nuevo Queso 1p 52g PC TIRA BAR,5,5,0,0,Created,10/16/2024,CB2,7500810020975,350.1,MXBAR,FAT,30,10/16/2024,514903,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086980,514863,PK,Papas Barcel Sal 1p 45g FLOW BAR,6,6,0,0,Created,10/16/2024,CB2,7500810027790,466.8,MXBAR,FAT,40,10/16/2024,514863,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086979,514926,PK,Runners Blue Heat 1p 72g FLOW BAR,19,19,0,0,Created,10/16/2024,CB2,7500810028407,571.83,MXBAR,FAT,49,10/16/2024,514926,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086979,124543,PK,Valentones Fuego 1p 60g FLOW BAR,11,11,0,0,Created,10/16/2024,CB2,757528036638,233.4,MXBAR,FAT,20,10/16/2024,124543,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086979,124543,FP,Valentones Fuego 1p 60g FLOW BAR,49,49,0,0,Created,10/16/2024,CB2,757528036638,233.4,MXBAR,FAT,20,10/16/2024,124543,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,515007,PK,Golden Nuts Fuego 1p 110g PC FLOW BAR,1,1,0,0,Created,10/16/2024,C3H,7500810029886,622.4,MXBAR,FAT,40,10/16/2024,515007,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,514976,PK,Golden Nuts Fuego 1p 78g PC FLOW BAR,1,1,0,0,Created,10/16/2024,C3H,7500810029879,653.52,MXBAR,FAT,56,10/16/2024,514976,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,514926,PK,Runners Blue Heat 1p 72g FLOW BAR,13,13,0,0,Created,10/16/2024,CB2,7500810028407,571.83,MXBAR,FAT,49,10/16/2024,514926,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,514961,PK,Pop Chilix Sandia 1p 90g TIRA POP,9,9,0,0,Created,10/16/2024,CB2,7500810029336_1,293.28,MXBAR,FAT,24,10/16/2024,514961,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,514903,PK,Wapas Nuevo Queso 1p 52g PC TIRA BAR,3,3,0,0,Created,10/16/2024,CB2,7500810020975,350.1,MXBAR,FAT,30,10/16/2024,514903,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,514863,PK,Papas Barcel Sal 1p 45g FLOW BAR,1,1,0,0,Created,10/16/2024,CB2,7500810027790,466.8,MXBAR,FAT,40,10/16/2024,514863,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,128771,PK,Takis Hexas Queso PC 1p 50g FLOW BAR,9,9,0,0,Created,10/16/2024,CB2,7500810017654_1,280,MXBAR,FAT,36,10/16/2024,128771,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,127995,PK,Papas Barcel Sal PC 1p 90g FLOW BAR,3,3,0,0,Created,10/16/2024,CB2,7500810005972_127995,452.2,MXBAR,FAT,20,10/16/2024,127995,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,45973,PK,Karameladas Pop 1p 120g FLOW BAR,6,6,0,0,Created,10/16/2024,CB2,7501030459736,533,MXBAR,FAT,26,10/16/2024,45973,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,123310,PK,Golden Nuts Enchilado Pc 1p 150g FLOW BAR,4,4,0,0,Created,10/16/2024,C3H,757528027445_123310,664.25,MXBAR,FAT,25,10/16/2024,123310,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086977,515007,PK,Golden Nuts Fuego 1p 110g PC FLOW BAR,1,1,0,0,Created,10/16/2024,C3H,7500810029886,622.4,MXBAR,FAT,40,10/16/2024,515007,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:21
3086977,514976,PK,Golden Nuts Fuego 1p 78g PC FLOW BAR,2,2,0,0,Created,10/16/2024,C3H,7500810029879,653.52,MXBAR,FAT,56,10/16/2024,514976,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:21
3086977,514926,PK,Runners Blue Heat 1p 72g FLOW BAR,2,2,0,0,Created,10/16/2024,CB2,7500810028407,571.83,MXBAR,FAT,49,10/16/2024,514926,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:21
3086977,514961,PK,Pop Chilix Sandia 1p 90g TIRA POP,25,25,0,0,Created,10/16/2024,CB2,7500810029336_1,293.28,MXBAR,FAT,24,10/16/2024,514961,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:21
